og_id,timestamp,machine_id,os,file_path,malware_type,detection_method,scan_type,action_taken,severity,file_size_kb,is_persistent,network_activity
3bbaf33f-2881-4053-b24e-2f4937ae08bc,18-05-2025 02:24,Machine_82,Linux,C:/Users/User47/Downloads/file_9274.js,Keylogger,Sandbox,Custom Scan,Ignored,Medium,181.21,1,1
ea27f0e1-5514-488d-ab67-9ef61479bea0,13-06-2025 09:51,Machine_56,Windows 11,C:/Users/User15/Downloads/file_9434.scr,Backdoor,Sandbox,Full Scan,Blocked,Medium,374.97,1,0
bb95ee29-574a-49e8-8635-bd5fad435340,19-06-2025 10:57,Machine_83,Windows 11,C:/Users/User9/Downloads/file_1377.dll,Worm,Heuristic,Custom Scan,Blocked,Low,4610.91,1,1
aaa2067b-1d40-44f9-b6bc-cb1458e15def,22-06-2025 10:05,Machine_11,Linux,C:/Users/User40/Downloads/file_1252.docx,Trojan,Heuristic,Full Scan,Quarantined,High,4284.91,1,0
098a69e1-ce01-43b2-8131-09220a1f429c,03-07-2025 09:10,Machine_22,Linux,C:/Users/User19/Downloads/file_6046.dll,Worm,Behavioral,Full Scan,Quarantined,High,1170.63,1,0
9362ab96-c83f-4846-a56a-8d5c396c81a6,03-07-2025 10:44,Machine_31,Linux,C:/Users/User23/Downloads/file_2523.bat,Backdoor,Heuristic,Custom Scan,Quarantined,High,3644.92,0,1
b8156ed2-d7b6-4f4a-b0f0-4d32252e45c9,26-06-2025 21:45,Machine_2,Linux,C:/Users/User17/Downloads/file_9364.bat,Keylogger,Behavioral,Full Scan,Deleted,Medium,1840.96,0,0
8d260f82-86a4-4f08-9864-7db62028b472,30-06-2025 00:35,Machine_22,Linux,C:/Users/User1/Downloads/file_2815.docx,Adware,Heuristic,Full Scan,Deleted,Low,2186.76,1,1
5cbb9a72-d3ee-4575-9a2e-0fa386560f23,30-06-2025 23:03,Machine_94,Windows 7,C:/Users/User44/Downloads/file_7920.scr,Keylogger,Sandbox,Custom Scan,Quarantined,Critical,1396.32,0,1
b1acf8f3-21d6-4b9a-9805-17d3ea2ec041,05-06-2025 02:21,Machine_94,Windows 7,C:/Users/User37/Downloads/file_6332.scr,Rootkit,Heuristic,Quick Scan,Deleted,High,3182.71,0,1
b1b8b05a-c492-4dc3-a08c-ee78f9789771,10-06-2025 07:11,Machine_45,Windows 7,C:/Users/User39/Downloads/file_3599.scr,Ransomware,Sandbox,Full Scan,Quarantined,Low,3530.24,1,1
4192c416-87f7-41a4-b55b-d7bc80df1173,25-05-2025 04:38,Machine_55,macOS,C:/Users/User21/Downloads/file_2971.dll,Backdoor,Sandbox,Full Scan,Ignored,Medium,1344.76,1,1
ea935ae2-9ac8-4384-8ad7-3021687b5235,09-06-2025 21:40,Machine_10,Windows 7,C:/Users/User50/Downloads/file_8140.xlsx,Worm,Sandbox,Full Scan,Blocked,Medium,4677.15,0,0
089acf9e-d1fc-4273-b5d9-491a9bd5aba6,03-07-2025 22:14,Machine_27,Windows 7,C:/Users/User48/Downloads/file_9262.pdf,Trojan,Signature-based,Full Scan,Deleted,Low,433.88,1,1
80d314be-6f9a-4f43-a707-d9d54f754ff2,25-05-2025 01:43,Machine_23,Windows 7,C:/Users/User10/Downloads/file_3068.xlsx,Spyware,Behavioral,Custom Scan,Deleted,Critical,1910.94,0,1
d0ec079f-400a-4adf-9fe1-59bcb506cc5c,21-06-2025 07:42,Machine_84,Windows 10,C:/Users/User6/Downloads/file_9292.exe,Ransomware,Signature-based,Quick Scan,Deleted,High,2769.98,0,1
36c6d77b-a902-4ff8-89d7-341e6d6bd69a,31-05-2025 06:42,Machine_57,Windows 11,C:/Users/User24/Downloads/file_9634.bat,Keylogger,Sandbox,Quick Scan,Ignored,High,1309.77,1,0
b11694e3-c701-4134-abef-20b6f0245a73,12-06-2025 12:01,Machine_32,Linux,C:/Users/User10/Downloads/file_7438.exe,Keylogger,Sandbox,Full Scan,Blocked,Medium,2481.38,0,1
03a302a1-d3fc-4ca0-98d7-f9260d09ea5e,30-05-2025 00:30,Machine_51,Windows 7,C:/Users/User40/Downloads/file_2031.dll,Adware,Behavioral,Full Scan,Blocked,Medium,4016.08,1,0
8c6bcb50-49f8-46c6-9946-573ce539012e,26-05-2025 13:47,Machine_11,Windows 7,C:/Users/User21/Downloads/file_4563.docx,Trojan,Sandbox,Full Scan,Ignored,High,2747.37,0,0
ef30478c-62a0-46e1-8bcd-825f4365e445,16-06-2025 12:05,Machine_24,macOS,C:/Users/User17/Downloads/file_4564.js,Keylogger,Sandbox,Custom Scan,Ignored,High,3743.2,0,1
eb51a8ce-7ba7-40ae-a21f-013deb08f527,03-07-2025 11:38,Machine_79,Windows 10,C:/Users/User31/Downloads/file_6626.dll,Worm,Signature-based,Full Scan,Blocked,High,1854.77,0,1
7e514cdb-c52e-4468-af93-9f3d67eebad8,08-06-2025 00:34,Machine_13,Windows 7,C:/Users/User39/Downloads/file_3706.js,Spyware,Signature-based,Full Scan,Ignored,Medium,2602.47,0,1
6468999b-47f1-41d3-a0b7-a82cc7c675be,04-07-2025 09:02,Machine_61,Windows 7,C:/Users/User29/Downloads/file_8289.bat,Rootkit,Sandbox,Full Scan,Quarantined,Critical,98.62,1,1
e37f9219-00de-438f-8f43-c2e09d69c416,04-06-2025 13:35,Machine_84,Windows 11,C:/Users/User41/Downloads/file_6012.docx,Keylogger,Sandbox,Custom Scan,Blocked,Low,1684.75,1,0
5352d871-38c1-4e5b-9e08-98621bbe0f27,23-05-2025 16:14,Machine_93,Windows 10,C:/Users/User38/Downloads/file_5352.exe,Backdoor,Sandbox,Custom Scan,Deleted,High,4326.32,1,0
d3e615db-aa6f-44a3-baa2-1a8193cc5580,13-06-2025 22:43,Machine_76,macOS,C:/Users/User30/Downloads/file_3047.exe,Trojan,Signature-based,Quick Scan,Ignored,High,2314.41,0,1
593eb859-a0fe-4fdb-b554-0fdb8f1d7af0,04-06-2025 12:26,Machine_31,Windows 10,C:/Users/User43/Downloads/file_5299.scr,Adware,Heuristic,Full Scan,Ignored,Critical,4809.81,1,1
2b82dd17-2faa-4fb3-9074-a95750a005f3,03-06-2025 17:10,Machine_14,Windows 11,C:/Users/User22/Downloads/file_5429.scr,Ransomware,Signature-based,Full Scan,Ignored,High,2340.63,1,0
5966dc24-597b-4c0f-93f0-1fcc398c28b1,02-06-2025 02:05,Machine_19,Linux,C:/Users/User24/Downloads/file_7109.js,Trojan,Behavioral,Full Scan,Ignored,Critical,1813.82,0,1
fbc0b54d-9ebb-4f42-8809-d089dfbf13cf,18-06-2025 01:46,Machine_6,Windows 11,C:/Users/User34/Downloads/file_5300.dll,Spyware,Sandbox,Quick Scan,Deleted,Medium,3709.61,1,1
13e28839-8755-46bb-a39c-af9cac47a1c3,10-05-2025 04:22,Machine_39,Windows 10,C:/Users/User30/Downloads/file_2667.xlsx,Keylogger,Sandbox,Custom Scan,Quarantined,High,3649.02,1,1
2661076e-91bb-4f1d-9ab0-9d123178d377,02-06-2025 20:11,Machine_38,Windows 10,C:/Users/User36/Downloads/file_6722.js,Rootkit,Signature-based,Custom Scan,Deleted,Critical,4694.46,1,1
ae9b652c-36a4-410e-a9d5-3171633b054f,13-05-2025 14:24,Machine_16,macOS,C:/Users/User2/Downloads/file_4128.bat,Worm,Signature-based,Quick Scan,Blocked,High,3080.79,0,0
767dc754-fde5-4eaf-88f1-8e8fac8af692,20-05-2025 04:20,Machine_57,Windows 10,C:/Users/User25/Downloads/file_8536.xlsx,Trojan,Sandbox,Custom Scan,Blocked,Medium,4721.08,1,1
0cb94a2f-95f3-4f47-8002-ce5314a59d62,19-05-2025 12:02,Machine_51,Windows 11,C:/Users/User8/Downloads/file_6982.docx,Keylogger,Sandbox,Full Scan,Deleted,High,4991.08,1,1
aa37bb12-62c0-4f93-9dc8-aa2fe4728f11,02-06-2025 07:35,Machine_48,Windows 7,C:/Users/User46/Downloads/file_9637.bat,Trojan,Sandbox,Quick Scan,Blocked,Medium,668.53,0,1
77f00aa1-c420-4af8-acf9-809e6916695a,18-05-2025 06:56,Machine_28,Windows 11,C:/Users/User23/Downloads/file_2744.docx,Trojan,Signature-based,Full Scan,Deleted,Low,3019.99,1,0
494e718d-2d2a-4dc9-8bdd-42d2046830ec,26-06-2025 19:36,Machine_82,Windows 7,C:/Users/User40/Downloads/file_4714.bat,Keylogger,Heuristic,Full Scan,Blocked,Critical,2210.94,0,1
3ab48fdd-0cf9-47fe-bb51-0dad1827394d,29-06-2025 12:03,Machine_3,Windows 11,C:/Users/User46/Downloads/file_1180.exe,Backdoor,Heuristic,Full Scan,Blocked,High,2805.8,0,1
9b16542f-193e-4ae7-a400-fb9ae26af252,12-05-2025 10:41,Machine_66,Windows 11,C:/Users/User22/Downloads/file_3973.bat,Spyware,Sandbox,Custom Scan,Ignored,Low,711.74,1,1
8e3878e9-1f64-48d5-83a4-325303245d4a,20-05-2025 01:36,Machine_12,Windows 11,C:/Users/User44/Downloads/file_3104.docx,Adware,Signature-based,Full Scan,Deleted,High,4334.35,1,0
1a3c8f64-6cbc-478f-a492-8c59663e0f80,20-05-2025 12:08,Machine_75,macOS,C:/Users/User42/Downloads/file_9954.pdf,Rootkit,Behavioral,Full Scan,Ignored,Critical,4818.99,1,1
d2073927-9132-4813-85bd-cd62ad6a5bd1,15-06-2025 03:31,Machine_90,Windows 11,C:/Users/User12/Downloads/file_7140.js,Ransomware,Behavioral,Quick Scan,Quarantined,Low,3987.48,1,0
3583f09e-6a2d-492d-a939-a92e916fa5f2,30-05-2025 18:15,Machine_49,macOS,C:/Users/User13/Downloads/file_9375.exe,Rootkit,Heuristic,Quick Scan,Deleted,Low,3451.63,0,1
4c487c80-50c1-4815-934a-37068901ea96,20-06-2025 15:16,Machine_66,Windows 7,C:/Users/User50/Downloads/file_2633.xlsx,Backdoor,Signature-based,Full Scan,Blocked,Medium,833.23,0,1
89b52ee1-71b2-4141-aad3-03715ab78a94,29-06-2025 16:52,Machine_32,Windows 11,C:/Users/User16/Downloads/file_6302.xlsx,Trojan,Signature-based,Quick Scan,Deleted,Critical,849.07,0,1
6bcd661f-adb2-4e84-89ad-d756c64b6df8,11-05-2025 02:36,Machine_26,Windows 10,C:/Users/User33/Downloads/file_8891.bat,Ransomware,Sandbox,Full Scan,Quarantined,Low,4956.97,1,1
44df07fe-7432-4e61-a4d9-4bd2ddad9b93,20-05-2025 12:36,Machine_70,Windows 11,C:/Users/User50/Downloads/file_8619.bat,Adware,Behavioral,Quick Scan,Blocked,Critical,3272.76,0,1
8617c620-e024-48bd-aa49-bea2c16c3fc2,28-05-2025 00:20,Machine_13,macOS,C:/Users/User10/Downloads/file_1684.xlsx,Keylogger,Signature-based,Custom Scan,Ignored,Low,2507.51,0,0
6049c4c0-1f34-433f-a053-80f21f2e75ef,31-05-2025 23:03,Machine_86,Windows 11,C:/Users/User25/Downloads/file_5872.js,Keylogger,Behavioral,Custom Scan,Blocked,Critical,1496.06,0,1
31c41c09-9864-4157-956c-52b4ff82631f,13-05-2025 14:13,Machine_42,Windows 11,C:/Users/User39/Downloads/file_1334.bat,Ransomware,Signature-based,Custom Scan,Blocked,Low,1151.19,0,1
c50d342b-89f2-419a-8eaa-2bddc99f4c41,21-05-2025 02:47,Machine_91,Linux,C:/Users/User29/Downloads/file_1869.dll,Worm,Behavioral,Custom Scan,Quarantined,Medium,1988.54,0,1
3b55d742-98a9-418e-b113-3aa4d014f4f9,24-06-2025 02:28,Machine_2,macOS,C:/Users/User18/Downloads/file_3869.dll,Rootkit,Heuristic,Quick Scan,Deleted,Critical,3644.48,1,0
99f4e519-d6ce-4703-bff5-5c5a4439800c,17-06-2025 23:37,Machine_1,Windows 11,C:/Users/User12/Downloads/file_2852.bat,Trojan,Sandbox,Full Scan,Ignored,Low,712.11,0,0
cb357997-2d1a-4d6a-945a-e7d2413ef17f,14-06-2025 17:38,Machine_70,Windows 11,C:/Users/User49/Downloads/file_9249.xlsx,Spyware,Signature-based,Quick Scan,Blocked,High,2245.93,1,0
bd563153-51bb-4040-9235-fe748ddf0d91,25-06-2025 14:31,Machine_40,Windows 7,C:/Users/User17/Downloads/file_7183.docx,Rootkit,Signature-based,Quick Scan,Deleted,Low,1524.77,0,0
1b72545e-82ae-45f7-9e9f-37b8e3c500ee,01-07-2025 17:28,Machine_32,Windows 11,C:/Users/User6/Downloads/file_6413.js,Backdoor,Signature-based,Quick Scan,Ignored,Critical,504.33,1,0
e88949bb-1927-42d4-a8cd-7bd6929f5edf,26-06-2025 04:18,Machine_90,Windows 10,C:/Users/User13/Downloads/file_1535.js,Keylogger,Sandbox,Quick Scan,Ignored,Low,652.2,1,0
554ee5ff-04b9-4ce0-882b-e11e8cb7048f,11-06-2025 00:51,Machine_12,macOS,C:/Users/User17/Downloads/file_9861.docx,Rootkit,Heuristic,Quick Scan,Blocked,Critical,2795.28,0,1
8a1c4ac0-6e4a-4257-990c-8fba2664f5c9,18-06-2025 04:43,Machine_59,macOS,C:/Users/User43/Downloads/file_8136.exe,Trojan,Sandbox,Full Scan,Deleted,High,1626.36,1,0
4f4551e9-5e6b-4e64-a3ac-aa7ab2a345a6,17-05-2025 18:28,Machine_82,macOS,C:/Users/User49/Downloads/file_4872.exe,Spyware,Heuristic,Quick Scan,Ignored,Critical,3743.34,1,1
8919ba3a-f507-4291-900a-70afe78fd277,27-06-2025 12:47,Machine_34,Windows 7,C:/Users/User8/Downloads/file_1005.xlsx,Ransomware,Signature-based,Custom Scan,Ignored,Critical,3628.18,0,0
c6135f77-1c63-414f-81c6-e4090daa001b,01-07-2025 13:33,Machine_12,Windows 7,C:/Users/User25/Downloads/file_1320.js,Ransomware,Heuristic,Full Scan,Quarantined,Critical,2973.79,1,1
4d739eb6-f291-455b-82d9-730b3b579e78,25-06-2025 08:14,Machine_53,Windows 10,C:/Users/User7/Downloads/file_2761.exe,Backdoor,Sandbox,Full Scan,Ignored,Critical,1813.48,1,1
37fa3e43-6e38-43a3-864b-b42dc47aa70b,12-06-2025 03:34,Machine_60,Windows 11,C:/Users/User33/Downloads/file_8469.pdf,Adware,Sandbox,Custom Scan,Deleted,High,2537.02,1,0
5f2f8235-4518-4ee8-8268-967339f6ef5c,29-05-2025 17:31,Machine_75,Windows 10,C:/Users/User39/Downloads/file_9314.xlsx,Keylogger,Behavioral,Custom Scan,Blocked,Low,4215.04,1,0
99b04c40-90d4-472b-a9ac-4a099bfef474,18-06-2025 14:03,Machine_9,Windows 11,C:/Users/User34/Downloads/file_3166.bat,Backdoor,Signature-based,Custom Scan,Blocked,Critical,4452.4,1,1
