session_id,username,remote_address,remote_port,status,timestamp
1841-2052,root,198.51.100.148,3389,connected,2025-07-11 21:24:26
6286-5637,admin,203.0.113.237,3389,connected,2025-07-07 15:20:26
6928-2826,user1,172.16.0.244,3389,connected,2025-07-30 00:07:51
7963-8010,bob,172.16.0.77,3389,connected,2025-07-07 02:07:12
2719-2413,rdp_user,203.0.113.214,3389,disconnected,2025-07-12 06:25:04
8333-3478,user1,10.0.0.13,3389,disconnected,2025-07-24 05:12:20
7260-7765,root,203.0.113.4,3389,connected,2025-07-25 13:12:30
5156-7695,john,192.168.1.157,3389,connected,2025-07-19 08:47:55
1271-3255,root,192.168.1.153,3389,connected,2025-07-09 00:59:57
3002-6913,admin,172.16.0.112,3389,connected,2025-07-02 19:15:38
7718-9700,bob,203.0.113.216,3389,connected,2025-07-24 01:04:25
9459-4389,test,203.0.113.58,3389,failed,2025-07-30 01:19:33
8696-5466,john,203.0.113.100,3389,failed,2025-07-10 03:59:21
1940-9920,test,203.0.113.100,3389,failed,2025-07-17 03:21:12
8011-5993,john,198.51.100.159,3389,disconnected,2025-07-15 00:32:21
1693-1019,alice,203.0.113.204,3389,failed,2025-07-25 21:23:59
8906-1630,remote,198.51.100.193,3389,failed,2025-07-09 02:25:13
9800-2170,alice,172.16.0.65,3389,failed,2025-07-28 02:01:09
7885-6736,alice,198.51.100.27,3389,connected,2025-07-06 23:06:26
1546-6118,rdp_user,192.168.1.166,3389,disconnected,2025-07-08 03:32:00
6272-2988,alice,192.168.1.39,3389,disconnected,2025-07-02 06:47:17
4677-6079,bob,203.0.113.85,3389,disconnected,2025-07-06 20:18:27
4478-9124,user1,198.51.100.53,3389,connected,2025-07-17 16:44:38
2941-6050,bob,192.168.1.252,3389,disconnected,2025-07-26 02:58:06
7623-7134,test,10.0.0.185,3389,failed,2025-07-04 19:52:39
1284-1368,root,172.16.0.131,3389,failed,2025-07-17 06:46:20
8388-2715,bob,203.0.113.92,3389,failed,2025-07-25 03:04:56
1385-6178,alice,203.0.113.97,3389,connected,2025-07-24 04:19:08
8853-8485,test,203.0.113.92,3389,failed,2025-07-28 19:20:50
5592-1875,user1,203.0.113.195,3389,disconnected,2025-07-10 02:06:22
2135-4471,alice,172.16.0.104,3389,disconnected,2025-07-17 16:43:20
1420-6678,root,172.16.0.11,3389,failed,2025-07-05 04:27:22
1238-8279,remote,192.168.1.221,3389,failed,2025-07-28 02:40:32
4004-9403,root,192.168.1.240,3389,disconnected,2025-07-24 14:02:34
9935-1541,bob,203.0.113.99,3389,failed,2025-07-09 18:43:47
9354-1790,guest,172.16.0.13,3389,disconnected,2025-07-23 00:28:37
5923-2365,test,10.0.0.235,3389,connected,2025-07-02 05:11:38
5141-4550,guest,172.16.0.244,3389,failed,2025-07-02 11:18:38
4824-1325,guest,10.0.0.229,3389,failed,2025-07-08 21:58:11
8579-2200,user1,172.16.0.86,3389,disconnected,2025-07-09 09:13:45
8314-4266,bob,198.51.100.179,3389,disconnected,2025-07-26 13:47:04
1797-2070,bob,198.51.100.229,3389,disconnected,2025-07-17 19:01:47
8642-7864,john,192.168.1.87,3389,connected,2025-07-16 00:57:55
2795-9696,user1,198.51.100.192,3389,disconnected,2025-07-21 09:34:05
6936-8185,admin,203.0.113.12,3389,failed,2025-07-07 08:27:01
6984-4762,alice,172.16.0.251,3389,connected,2025-07-21 10:41:01
6105-4251,guest,10.0.0.111,3389,failed,2025-07-18 09:29:05
5731-3585,root,10.0.0.186,3389,failed,2025-07-09 20:24:22
7381-2853,root,203.0.113.184,3389,connected,2025-07-12 22:04:47
8846-7024,guest,10.0.0.86,3389,connected,2025-07-05 23:14:29
6414-5270,john,203.0.113.60,3389,disconnected,2025-07-14 20:11:42
6931-3091,user1,10.0.0.148,3389,disconnected,2025-07-03 00:14:49
9349-7426,test,172.16.0.123,3389,connected,2025-07-27 09:19:15
7113-7717,guest,10.0.0.82,3389,failed,2025-07-12 22:14:21
6728-3332,test,198.51.100.101,3389,disconnected,2025-07-19 12:45:39
5425-9234,test,10.0.0.214,3389,disconnected,2025-07-19 00:36:25
8085-2744,john,10.0.0.247,3389,failed,2025-07-21 05:44:57
4214-7169,bob,10.0.0.172,3389,connected,2025-07-22 18:21:39
1527-9886,user1,172.16.0.163,3389,disconnected,2025-07-01 05:41:08
3465-6928,rdp_user,192.168.1.98,3389,failed,2025-07-22 01:33:14
5369-7436,guest,10.0.0.194,3389,failed,2025-07-01 00:35:17
1366-7082,john,203.0.113.137,3389,failed,2025-07-20 09:27:47
6713-7323,bob,198.51.100.86,3389,failed,2025-07-20 05:45:11
1375-4521,user1,198.51.100.49,3389,failed,2025-07-20 11:43:25
6014-5594,root,10.0.0.119,3389,connected,2025-07-25 21:17:38
3056-6960,alice,192.168.1.66,3389,connected,2025-07-03 05:44:40
7656-4637,user1,10.0.0.183,3389,connected,2025-07-17 21:28:25
8306-4925,root,192.168.1.30,3389,disconnected,2025-07-14 11:10:06
3340-5447,root,198.51.100.149,3389,failed,2025-07-13 01:23:39
2283-9454,alice,203.0.113.23,3389,failed,2025-07-27 02:29:15
9814-6690,root,10.0.0.22,3389,failed,2025-07-24 13:55:34
5691-5316,root,198.51.100.199,3389,disconnected,2025-07-12 18:40:10
7661-6387,admin,203.0.113.119,3389,disconnected,2025-07-18 20:24:13
6122-7121,user1,172.16.0.146,3389,failed,2025-07-07 18:41:36
4404-1920,user1,10.0.0.249,3389,disconnected,2025-07-23 02:05:31
3606-1158,admin,203.0.113.50,3389,connected,2025-07-16 09:33:51
1786-9112,rdp_user,192.168.1.9,3389,connected,2025-07-03 13:30:26
8269-5462,remote,10.0.0.84,3389,failed,2025-07-23 20:34:41
1406-3733,test,203.0.113.20,3389,connected,2025-07-14 10:17:49
8238-6770,root,198.51.100.169,3389,connected,2025-07-22 07:04:45
2192-5216,remote,10.0.0.214,3389,failed,2025-07-06 05:05:10
4262-3820,alice,10.0.0.112,3389,connected,2025-07-05 00:19:51
8158-9752,bob,203.0.113.38,3389,disconnected,2025-07-30 05:26:25
2604-6872,remote,198.51.100.142,3389,disconnected,2025-07-08 18:57:07
9461-1734,john,172.16.0.10,3389,disconnected,2025-07-24 12:22:34
7399-3239,rdp_user,203.0.113.105,3389,connected,2025-07-07 22:42:22
4557-1193,bob,172.16.0.66,3389,failed,2025-07-29 21:10:27
4379-4192,user1,192.168.1.47,3389,connected,2025-07-07 16:34:03
8822-3269,user1,203.0.113.138,3389,connected,2025-07-29 15:57:21
5016-6013,bob,198.51.100.168,3389,failed,2025-07-10 08:13:09
1084-4541,user1,198.51.100.173,3389,failed,2025-07-09 11:01:23
7825-4166,guest,192.168.1.100,3389,failed,2025-07-01 18:34:25
4218-6008,remote,198.51.100.81,3389,connected,2025-07-24 16:14:32
3057-3778,alice,198.51.100.100,3389,failed,2025-07-09 16:12:34
7213-3259,bob,172.16.0.74,3389,connected,2025-07-26 17:46:20
7894-4772,john,172.16.0.169,3389,connected,2025-07-26 10:14:00
3290-5569,rdp_user,10.0.0.27,3389,failed,2025-07-14 15:07:01
2433-8264,john,192.168.1.232,3389,connected,2025-07-10 04:54:17
1416-8703,john,10.0.0.250,3389,connected,2025-07-12 16:19:47
9671-8601,root,10.0.0.136,3389,failed,2025-07-13 22:51:26
9751-8947,user1,203.0.113.175,3389,disconnected,2025-07-17 14:56:59
1378-7131,alice,192.168.1.17,3389,disconnected,2025-07-02 21:24:02
2461-7166,john,10.0.0.211,3389,failed,2025-07-03 02:16:02
3235-1469,user1,172.16.0.187,3389,disconnected,2025-07-20 12:29:03
4661-2448,bob,192.168.1.201,3389,connected,2025-07-01 09:43:56
3050-2212,rdp_user,10.0.0.218,3389,disconnected,2025-07-10 13:41:18
3044-8013,rdp_user,172.16.0.201,3389,failed,2025-07-11 15:16:37
4624-5932,remote,192.168.1.73,3389,disconnected,2025-07-08 00:56:33
3223-6044,test,10.0.0.177,3389,failed,2025-07-24 16:35:47
1646-3822,user1,192.168.1.113,3389,connected,2025-07-30 01:28:12
4686-6605,bob,203.0.113.219,3389,connected,2025-07-30 23:24:10
8264-7024,john,198.51.100.78,3389,connected,2025-07-17 01:55:44
9964-4658,bob,198.51.100.223,3389,failed,2025-07-14 11:55:53
5351-1721,guest,10.0.0.130,3389,disconnected,2025-07-19 19:41:38
4076-3085,root,203.0.113.229,3389,failed,2025-07-16 18:16:11
3881-6985,root,172.16.0.213,3389,connected,2025-07-19 03:15:59
1543-6204,guest,172.16.0.236,3389,failed,2025-07-30 20:50:52
9225-7569,user1,192.168.1.192,3389,connected,2025-07-29 11:14:05
2989-6733,rdp_user,203.0.113.58,3389,disconnected,2025-07-16 18:11:50
1745-9045,alice,198.51.100.143,3389,failed,2025-07-23 12:29:55
2839-5762,rdp_user,10.0.0.18,3389,disconnected,2025-07-20 13:00:33
7990-2047,test,203.0.113.119,3389,disconnected,2025-07-26 21:05:41
7574-6049,test,198.51.100.10,3389,disconnected,2025-07-15 10:44:02
6210-6085,alice,203.0.113.161,3389,disconnected,2025-07-03 15:44:15
1383-2131,user1,192.168.1.74,3389,disconnected,2025-07-26 01:04:59
9145-1921,user1,172.16.0.25,3389,failed,2025-07-23 22:09:30
9035-9519,john,172.16.0.221,3389,disconnected,2025-07-20 20:01:36
9049-5313,john,198.51.100.248,3389,failed,2025-07-04 14:51:13
5336-9311,admin,10.0.0.31,3389,connected,2025-07-15 23:25:28
8519-4504,root,203.0.113.8,3389,connected,2025-07-19 21:46:47
4405-9472,alice,203.0.113.251,3389,connected,2025-07-20 10:50:04
9147-5650,remote,192.168.1.27,3389,connected,2025-07-11 04:22:11
3308-5913,test,10.0.0.83,3389,connected,2025-07-07 08:29:25
8916-6904,test,172.16.0.185,3389,connected,2025-07-08 23:21:36
4397-9728,guest,10.0.0.120,3389,disconnected,2025-07-01 11:43:27
5397-6769,remote,10.0.0.242,3389,failed,2025-07-13 11:01:32
4766-7345,rdp_user,172.16.0.226,3389,connected,2025-07-24 18:17:57
6465-7319,rdp_user,203.0.113.90,3389,connected,2025-07-16 12:05:08
1101-8236,remote,172.16.0.130,3389,connected,2025-07-10 18:36:25
3438-2634,alice,192.168.1.87,3389,failed,2025-07-05 17:13:47
3246-9541,root,198.51.100.82,3389,connected,2025-07-19 01:12:54
8580-9064,guest,10.0.0.168,3389,failed,2025-07-05 18:58:27
6849-7676,remote,172.16.0.129,3389,connected,2025-07-04 00:36:31
7962-7251,guest,192.168.1.82,3389,failed,2025-07-10 08:04:44
6027-7753,remote,198.51.100.117,3389,connected,2025-07-27 17:02:04
6740-1008,test,10.0.0.5,3389,failed,2025-07-21 21:11:33
2298-8066,remote,192.168.1.44,3389,disconnected,2025-07-25 08:11:14
3110-5499,john,203.0.113.43,3389,connected,2025-07-24 07:56:56
3366-7539,root,172.16.0.41,3389,failed,2025-07-17 20:15:19
9466-9647,bob,192.168.1.36,3389,connected,2025-07-28 11:34:32
4835-6028,alice,203.0.113.129,3389,connected,2025-07-16 10:17:53
5189-7478,bob,172.16.0.246,3389,connected,2025-07-16 22:38:23
9011-1210,john,198.51.100.131,3389,disconnected,2025-07-03 10:42:59
3544-4900,bob,192.168.1.252,3389,connected,2025-07-19 13:26:14
3884-9122,remote,198.51.100.9,3389,disconnected,2025-07-14 21:46:07
3422-1280,alice,10.0.0.140,3389,disconnected,2025-07-16 00:21:10
1540-6727,alice,10.0.0.213,3389,disconnected,2025-07-18 11:57:12
9936-6237,test,203.0.113.89,3389,connected,2025-07-26 20:49:42
4826-5866,bob,192.168.1.148,3389,connected,2025-07-04 21:41:44
9467-3414,rdp_user,10.0.0.14,3389,connected,2025-07-06 20:59:28
2531-2934,john,203.0.113.209,3389,connected,2025-07-21 23:43:32
3019-4356,remote,203.0.113.155,3389,disconnected,2025-07-26 21:36:30
6083-6405,admin,172.16.0.118,3389,disconnected,2025-07-23 19:47:07
9814-2649,admin,192.168.1.169,3389,disconnected,2025-07-21 00:40:15
8686-8527,remote,203.0.113.3,3389,connected,2025-07-16 14:56:58
9455-2312,remote,172.16.0.166,3389,failed,2025-07-08 22:04:30
5683-4211,remote,192.168.1.184,3389,connected,2025-07-25 21:44:27
5540-7076,guest,10.0.0.218,3389,connected,2025-07-23 21:31:02
3606-5421,john,198.51.100.169,3389,connected,2025-07-26 03:57:01
2554-7658,user1,10.0.0.23,3389,disconnected,2025-07-10 14:40:22
1097-4410,test,203.0.113.174,3389,connected,2025-07-13 08:31:06
6889-3761,user1,10.0.0.68,3389,connected,2025-07-15 00:38:37
9062-1052,root,192.168.1.24,3389,connected,2025-07-08 10:35:43
9993-7050,bob,10.0.0.76,3389,connected,2025-07-26 04:43:32
4778-1222,john,198.51.100.150,3389,connected,2025-07-05 00:34:57
3704-8476,user1,192.168.1.254,3389,failed,2025-07-05 00:49:39
6245-5790,root,203.0.113.236,3389,connected,2025-07-20 05:05:34
4993-3899,remote,203.0.113.221,3389,failed,2025-07-10 16:02:37
4165-4826,bob,10.0.0.126,3389,disconnected,2025-07-23 22:23:17
9391-9942,root,198.51.100.189,3389,disconnected,2025-07-30 08:30:08
8010-7135,alice,172.16.0.205,3389,disconnected,2025-07-28 14:18:12
5145-2258,root,172.16.0.118,3389,disconnected,2025-07-20 19:05:10
1456-4329,remote,203.0.113.124,3389,connected,2025-07-02 11:08:06
2697-1389,guest,172.16.0.178,3389,failed,2025-07-09 16:13:17
8874-2012,test,203.0.113.122,3389,disconnected,2025-07-08 01:24:16
8198-5382,remote,192.168.1.198,3389,connected,2025-07-17 18:18:07
4033-8919,test,10.0.0.72,3389,connected,2025-07-15 06:11:37
4890-6994,remote,192.168.1.181,3389,connected,2025-07-27 19:10:44
4635-1888,alice,192.168.1.24,3389,disconnected,2025-07-07 18:19:17
6593-4796,test,192.168.1.231,3389,disconnected,2025-07-16 00:35:07
6807-4475,admin,10.0.0.218,3389,disconnected,2025-07-26 03:41:56
9891-4612,alice,172.16.0.14,3389,disconnected,2025-07-11 20:09:53
4928-4095,alice,172.16.0.44,3389,failed,2025-07-21 13:39:12
7260-9386,rdp_user,203.0.113.136,3389,failed,2025-07-15 10:32:09
3386-5636,guest,203.0.113.162,3389,disconnected,2025-07-05 15:33:42
6731-6935,test,198.51.100.145,3389,disconnected,2025-07-27 20:47:57
5845-1872,admin,10.0.0.183,3389,failed,2025-07-19 12:19:20
7021-1782,bob,10.0.0.62,3389,failed,2025-07-10 22:54:55
1083-7297,guest,198.51.100.14,3389,connected,2025-07-16 10:50:58
2223-4780,admin,203.0.113.94,3389,connected,2025-07-10 14:11:00
6232-1423,remote,192.168.1.155,3389,failed,2025-07-24 03:39:47
1957-4304,alice,172.16.0.114,3389,disconnected,2025-07-19 17:40:30
5645-5164,user1,172.16.0.247,3389,connected,2025-07-07 00:54:00
4313-1905,bob,10.0.0.69,3389,connected,2025-07-02 19:04:08
4539-6173,alice,10.0.0.107,3389,connected,2025-07-19 19:04:23
3824-6428,alice,203.0.113.205,3389,connected,2025-07-29 18:01:34
9862-8455,guest,192.168.1.120,3389,connected,2025-07-11 17:04:14
3347-1143,guest,172.16.0.46,3389,disconnected,2025-07-08 14:45:21
2239-1771,user1,192.168.1.130,3389,failed,2025-07-26 16:30:55
3859-8034,root,198.51.100.167,3389,connected,2025-07-29 03:02:28
3966-6349,admin,172.16.0.142,3389,failed,2025-07-02 20:59:26
4362-7876,bob,198.51.100.138,3389,connected,2025-07-07 20:17:10
6495-5178,user1,10.0.0.150,3389,failed,2025-07-19 03:03:43
3600-3114,test,10.0.0.78,3389,connected,2025-07-11 15:17:19
5498-9036,guest,10.0.0.100,3389,failed,2025-07-04 07:57:15
8910-9367,john,203.0.113.235,3389,connected,2025-07-12 15:47:06
8174-5636,alice,192.168.1.180,3389,failed,2025-07-21 12:37:53
8231-6000,alice,198.51.100.119,3389,failed,2025-07-06 13:16:35
7648-6689,admin,203.0.113.13,3389,failed,2025-07-09 03:30:56
2185-6920,test,172.16.0.66,3389,failed,2025-07-30 21:10:52
2552-5105,remote,198.51.100.199,3389,connected,2025-07-17 02:08:34
1761-2820,guest,198.51.100.213,3389,disconnected,2025-07-13 09:27:53
6334-8892,user1,203.0.113.101,3389,disconnected,2025-07-04 00:33:18
5980-1573,guest,203.0.113.17,3389,failed,2025-07-06 14:04:15
6863-4696,john,203.0.113.107,3389,connected,2025-07-28 19:31:07
1389-2406,remote,10.0.0.214,3389,connected,2025-07-07 23:58:23
7549-1993,remote,198.51.100.165,3389,disconnected,2025-07-16 13:04:54
4989-2115,guest,203.0.113.180,3389,failed,2025-07-04 12:48:38
9814-9485,root,198.51.100.112,3389,disconnected,2025-07-25 05:03:14
8688-9621,alice,198.51.100.176,3389,connected,2025-07-05 03:17:08
9874-6948,alice,172.16.0.187,3389,connected,2025-07-16 04:22:49
1786-1227,test,10.0.0.55,3389,connected,2025-07-12 13:16:53
6864-9806,test,203.0.113.23,3389,connected,2025-07-05 06:39:52
7056-5662,admin,10.0.0.241,3389,connected,2025-07-25 02:26:56
9698-2374,remote,192.168.1.155,3389,failed,2025-07-29 20:50:13
6449-7537,rdp_user,10.0.0.20,3389,failed,2025-07-18 11:02:55
4737-4258,user1,192.168.1.217,3389,connected,2025-07-29 06:12:03
2635-8683,rdp_user,10.0.0.137,3389,connected,2025-07-10 14:32:28
5557-1740,user1,192.168.1.129,3389,disconnected,2025-07-30 18:25:10
6312-7521,root,10.0.0.139,3389,connected,2025-07-18 00:37:42
9142-6472,rdp_user,172.16.0.242,3389,disconnected,2025-07-28 15:51:10
7426-2268,remote,10.0.0.229,3389,disconnected,2025-07-08 00:47:41
2869-3655,rdp_user,10.0.0.237,3389,connected,2025-07-15 09:13:37
2100-6333,admin,203.0.113.177,3389,disconnected,2025-07-02 22:54:31
3618-3113,john,172.16.0.135,3389,failed,2025-07-20 04:15:28
5333-4871,root,192.168.1.73,3389,disconnected,2025-07-09 09:54:30
1466-2624,remote,198.51.100.250,3389,disconnected,2025-07-13 18:09:27
4431-6185,bob,10.0.0.200,3389,disconnected,2025-07-17 11:01:04
3770-7748,alice,192.168.1.98,3389,failed,2025-07-11 14:52:52
2759-6803,test,10.0.0.81,3389,disconnected,2025-07-25 00:08:19
4364-4899,rdp_user,10.0.0.227,3389,connected,2025-07-17 16:00:23
9558-7043,guest,203.0.113.194,3389,failed,2025-07-29 16:35:07
6703-6836,test,172.16.0.41,3389,disconnected,2025-07-24 20:09:59
2061-7384,admin,203.0.113.19,3389,failed,2025-07-29 19:07:42
5791-4178,root,10.0.0.141,3389,disconnected,2025-07-21 19:25:44
1925-9509,alice,198.51.100.9,3389,connected,2025-07-29 07:58:52
2327-5672,alice,198.51.100.198,3389,disconnected,2025-07-24 08:07:00
4761-3712,remote,203.0.113.72,3389,connected,2025-07-26 19:31:04
3883-9056,admin,192.168.1.83,3389,failed,2025-07-14 07:21:56
4046-6935,rdp_user,192.168.1.158,3389,disconnected,2025-07-24 03:37:48
1297-9820,admin,198.51.100.113,3389,connected,2025-07-29 23:13:11
1097-7327,test,198.51.100.109,3389,disconnected,2025-07-13 23:01:38
7502-8360,alice,198.51.100.231,3389,connected,2025-07-25 11:02:56
3526-8780,root,192.168.1.238,3389,disconnected,2025-07-17 14:31:27
5230-7196,rdp_user,10.0.0.85,3389,connected,2025-07-21 09:26:47
1024-9554,admin,198.51.100.155,3389,connected,2025-07-17 02:31:46
7876-5930,john,192.168.1.98,3389,connected,2025-07-13 00:00:22
8989-5309,guest,203.0.113.211,3389,connected,2025-07-21 19:20:33
6156-9144,bob,172.16.0.172,3389,failed,2025-07-30 03:16:48
6439-9576,test,198.51.100.11,3389,failed,2025-07-23 21:46:25
8513-5931,alice,203.0.113.117,3389,connected,2025-07-11 10:00:16
